"indicator","County","Year","subgroup1","subgroup_cat1","subgroup2","subgroup_cat2","aaRate10K","aaRate10Kpy","count","cRate10K","cRate10Kpy","dailyMean"
"ED Visits","Greene","2016-2018","Total",,"Total",,69.54,23.179,266,56.07,18.691,0.243
"ED Visits","Greene","2017-2019","Total",,"Total",,51.73,17.245,190,40.14,13.379,0.174
"ED Visits","Hamilton","2005-2007","Total",,"Total",,51.79,17.264,21,41.86,13.954,0.019
"ED Visits","Hamilton","2005-2019","Total",,"Total",,425.10,28.340,153,321.79,21.453,0.028
"ED Visits","Hamilton","2006-2008","Total",,"Total",,70.27,23.423,26,52.53,17.510,0.024
"ED Visits","Hamilton","2007-2009","Total",,"Total",,102.35,34.118,36,73.37,24.457,0.033
"ED Visits","Hamilton","2008-2010","Total",,"Total",,95.40,31.800,35,71.91,23.969,0.032
"ED Visits","Hamilton","2009-2011","Total",,"Total",,100.41,33.470,37,76.37,25.456,0.034
"ED Visits","Hamilton","2010-2012","Total",,"Total",,96.11,32.037,36,74.59,24.862,0.033
"ED Visits","Hamilton","2011-2013","Total",,"Total",,113.58,37.859,41,85.45,28.482,0.037
"ED Visits","Hamilton","2012-2014","Total",,"Total",,102.77,34.256,36,75.69,25.230,0.033
"ED Visits","Hamilton","2013-2015","Total",,"Total",,73.02,24.340,24,50.83,16.943,0.022
"ED Visits","Hamilton","2014-2016","Total",,"Total",,73.51,24.503,22,47.29,15.765,0.020
"ED Visits","Hamilton","2015-2017","Total",,"Total",,89.59,29.864,28,61.20,20.399,0.026
"ED Visits","Hamilton","2016-2018","Total",,"Total",,105.95,35.317,36,80.24,26.748,0.033
"ED Visits","Hamilton","2017-2019","Total",,"Total",,100.92,33.640,34,76.58,25.527,0.031
"ED Visits","Herkimer","2005-2007","Total",,"Total",,108.91,36.302,652,101.52,33.841,0.595
"ED Visits","Herkimer","2005-2019","Total",,"Total",,503.07,33.538,2939,463.04,30.869,0.537
"ED Visits","Herkimer","2006-2008","Total",,"Total",,104.40,34.800,638,99.29,33.095,0.582
"ED Visits","Herkimer","2007-2009","Total",,"Total",,110.96,36.987,673,104.54,34.847,0.614
"ED Visits","Herkimer","2008-2010","Total",,"Total",,119.99,39.996,720,111.77,37.256,0.657
"ED Visits","Herkimer","2009-2011","Total",,"Total",,114.18,38.059,676,104.95,34.983,0.617
"ED Visits","Herkimer","2010-2012","Total",,"Total",,109.98,36.661,654,101.61,33.871,0.597
"ED Visits","Herkimer","2011-2013","Total",,"Total",,95.32,31.774,569,88.68,29.559,0.519
"ED Visits","Herkimer","2012-2014","Total",,"Total",,102.97,34.323,611,95.72,31.907,0.557
"ED Visits","Herkimer","2013-2015","Total",,"Total",,99.04,33.012,579,91.46,30.487,0.529
"ED Visits","Herkimer","2014-2016","Total",,"Total",,98.17,32.722,562,89.46,29.819,0.513
"ED Visits","Herkimer","2015-2017","Total",,"Total",,92.27,30.757,516,82.67,27.557,0.471
"ED Visits","Herkimer","2016-2018","Total",,"Total",,88.52,29.508,479,77.13,25.710,0.437
"ED Visits","Herkimer","2017-2019","Total",,"Total",,81.86,27.287,436,70.63,23.543,0.398
"ED Visits","Jefferson","2005-2007","Total",,"Total",,135.62,45.205,1574,137.99,45.997,1.437
"ED Visits","Jefferson","2005-2019","Total",,"Total",,668.56,44.571,7783,675.80,45.054,1.421
"ED Visits","Jefferson","2006-2008","Total",,"Total",,126.90,42.301,1490,130.04,43.346,1.359
"ED Visits","Jefferson","2007-2009","Total",,"Total",,132.62,44.206,1556,135.26,45.086,1.420
"ED Visits","Jefferson","2008-2010","Total",,"Total",,144.77,48.258,1703,147.38,49.128,1.554
"ED Visits","Jefferson","2009-2011","Total",,"Total",,149.27,49.758,1778,152.68,50.892,1.624
"ED Visits","Jefferson","2010-2012","Total",,"Total",,141.54,47.180,1706,144.34,48.113,1.557
"ED Visits","Jefferson","2011-2013","Total",,"Total",,132.45,44.151,1594,134.15,44.715,1.454
"ED Visits","Jefferson","2012-2014","Total",,"Total",,131.09,43.697,1549,130.28,43.426,1.413
"ED Visits","Jefferson","2013-2015","Total",,"Total",,133.19,44.398,1558,132.47,44.157,1.423
"ED Visits","Jefferson","2014-2016","Total",,"Total",,128.50,42.835,1472,127.14,42.381,1.343
"ED Visits","Jefferson","2015-2017","Total",,"Total",,123.14,41.046,1401,122.71,40.904,1.278
"ED Visits","Jefferson","2016-2018","Total",,"Total",,122.47,40.823,1370,121.60,40.532,1.250
"ED Visits","Jefferson","2017-2019","Total",,"Total",,128.97,42.990,1440,129.01,43.003,1.315
"ED Visits","Kings","2005-2007","Total",,"Total",,389.95,129.984,93835,384.40,128.133,85.694
"ED Visits","Kings","2005-2019","Total",,"Total",,1998.60,133.240,498924,1967.91,131.194,91.078
"ED Visits","Kings","2006-2008","Total",,"Total",,393.04,131.012,94672,387.06,129.019,86.380
"ED Visits","Kings","2007-2009","Total",,"Total",,402.60,134.199,97653,396.46,132.152,89.099
"ED Visits","Kings","2008-2010","Total",,"Total",,417.63,139.210,102253,411.32,137.106,93.297
"ED Visits","Kings","2009-2011","Total",,"Total",,434.77,144.923,107743,428.78,142.926,98.395
"ED Visits","Kings","2010-2012","Total",,"Total",,453.54,151.179,113735,447.83,149.276,103.773
"ED Visits","Kings","2011-2013","Total",,"Total",,454.67,151.558,115266,449.27,149.755,105.170
"ED Visits","Kings","2012-2014","Total",,"Total",,448.91,149.636,114587,443.13,147.708,104.550
"ED Visits","Kings","2013-2015","Total",,"Total",,429.54,143.180,110044,423.36,141.118,100.497
"ED Visits","Kings","2014-2016","Total",,"Total",,410.68,136.893,105158,403.48,134.495,95.947
"ED Visits","Kings","2015-2017","Total",,"Total",,382.02,127.339,97520,374.51,124.835,88.978
"ED Visits","Kings","2016-2018","Total",,"Total",,358.89,119.630,90928,350.57,116.856,82.964
"ED Visits","Kings","2017-2019","Total",,"Total",,327.74,109.248,82412,319.73,106.577,75.262
"ED Visits","Lewis","2005-2007","Total",,"Total",,164.16,54.721,408,151.37,50.458,0.373
"ED Visits","Lewis","2005-2019","Total",,"Total",,595.94,39.729,1486,552.92,36.861,0.271
"ED Visits","Lewis","2006-2008","Total",,"Total",,153.67,51.223,381,141.17,47.057,0.348
"ED Visits","Lewis","2007-2009","Total",,"Total",,135.88,45.295,341,126.28,42.093,0.311
"ED Visits","Lewis","2008-2010","Total",,"Total",,134.67,44.889,339,125.55,41.851,0.309
"ED Visits","Lewis","2009-2011","Total",,"Total",,133.15,44.384,341,126.06,42.020,0.311
"ED Visits","Lewis","2010-2012","Total",,"Total",,146.81,48.937,371,136.90,45.633,0.339
"ED Visits","Lewis","2011-2013","Total",,"Total",,131.96,43.986,335,123.58,41.195,0.306
"ED Visits","Lewis","2012-2014","Total",,"Total",,121.04,40.345,307,113.17,37.723,0.280
"ED Visits","Lewis","2013-2015","Total",,"Total",,101.05,33.682,262,97.02,32.340,0.239
"ED Visits","Lewis","2014-2016","Total",,"Total",,93.87,31.290,236,87.88,29.294,0.215
"ED Visits","Lewis","2015-2017","Total",,"Total",,80.77,26.923,197,73.80,24.601,0.180
"ED Visits","Lewis","2016-2018","Total",,"Total",,75.52,25.174,179,67.35,22.449,0.163
"ED Visits","Lewis","2017-2019","Total",,"Total",,68.41,22.803,168,63.49,21.162,0.153
"ED Visits","Livingston","2005-2007","Total",,"Total",,135.87,45.290,818,125.12,41.705,0.747
"ED Visits","Livingston","2005-2019","Total",,"Total",,545.15,36.343,3170,490.59,32.706,0.579
"ED Visits","Livingston","2006-2008","Total",,"Total",,135.77,45.257,813,124.15,41.384,0.742
"ED Visits","Livingston","2007-2009","Total",,"Total",,136.24,45.415,819,125.03,41.676,0.747
"ED Visits","Livingston","2008-2010","Total",,"Total",,138.92,46.308,829,126.70,42.232,0.756
"ED Visits","Livingston","2009-2011","Total",,"Total",,137.59,45.864,814,124.90,41.635,0.743
"ED Visits","Livingston","2010-2012","Total",,"Total",,131.27,43.756,770,118.53,39.510,0.703
"ED Visits","Livingston","2011-2013","Total",,"Total",,118.92,39.640,694,107.17,35.723,0.633
"ED Visits","Livingston","2012-2014","Total",,"Total",,104.37,34.791,607,93.86,31.287,0.554
"ED Visits","Livingston","2013-2015","Total",,"Total",,96.96,32.320,560,86.80,28.932,0.511
"ED Visits","Livingston","2014-2016","Total",,"Total",,83.73,27.909,476,74.02,24.672,0.434
"ED Visits","Livingston","2015-2017","Total",,"Total",,80.31,26.768,453,70.85,23.615,0.413
"ED Visits","Livingston","2016-2018","Total",,"Total",,68.38,22.792,379,59.62,19.875,0.346
"ED Visits","Livingston","2017-2019","Total",,"Total",,63.21,21.071,353,55.85,18.617,0.322
"ED Visits","Madison","2005-2007","Total",,"Total",,151.56,50.522,1007,139.72,46.573,0.920
"ED Visits","Madison","2005-2019","Total",,"Total",,677.86,45.191,4417,612.40,40.826,0.806
"ED Visits","Madison","2006-2008","Total",,"Total",,144.75,48.249,962,132.49,44.164,0.878
"ED Visits","Madison","2007-2009","Total",,"Total",,149.88,49.961,995,136.33,45.444,0.908
"ED Visits","Madison","2008-2010","Total",,"Total",,164.69,54.897,1100,150.22,50.072,1.004
"ED Visits","Madison","2009-2011","Total",,"Total",,174.38,58.127,1171,160.05,53.349,1.069
"ED Visits","Madison","2010-2012","Total",,"Total",,172.03,57.343,1153,158.13,52.711,1.052
"ED Visits","Madison","2011-2013","Total",,"Total",,156.32,52.106,1037,142.87,47.622,0.946
"ED Visits","Madison","2012-2014","Total",,"Total",,144.74,48.248,946,130.73,43.578,0.863
"ED Visits","Madison","2013-2015","Total",,"Total",,134.32,44.772,869,120.53,40.175,0.794
"ED Visits","Madison","2014-2016","Total",,"Total",,120.07,40.024,770,107.33,35.775,0.703
"ED Visits","Madison","2015-2017","Total",,"Total",,105.00,35.001,669,93.80,31.267,0.610
"ED Visits","Madison","2016-2018","Total",,"Total",,88.69,29.563,554,77.87,25.955,0.505
"ED Visits","Madison","2017-2019","Total",,"Total",,82.24,27.412,503,70.85,23.615,0.459
"ED Visits","Monroe","2005-2007","Total",,"Total",,184.95,61.651,13030,176.39,58.797,11.900
"ED Visits","Monroe","2005-2019","Total",,"Total",,977.03,65.135,68106,916.10,61.073,12.433
"ED Visits","Monroe","2006-2008","Total",,"Total",,187.36,62.455,13229,178.88,59.628,12.070
"ED Visits","Monroe","2007-2009","Total",,"Total",,192.95,64.316,13633,183.93,61.309,12.439
"ED Visits","Monroe","2008-2010","Total",,"Total",,197.20,65.733,13938,187.59,62.531,12.717
"ED Visits","Monroe","2009-2011","Total",,"Total",,201.08,67.028,14182,190.39,63.462,12.952
"ED Visits","Monroe","2010-2012","Total",,"Total",,203.06,67.688,14314,191.82,63.940,13.060
"ED Visits","Monroe","2011-2013","Total",,"Total",,204.55,68.183,14347,191.94,63.981,13.090
"ED Visits","Monroe","2012-2014","Total",,"Total",,210.65,70.218,14713,196.79,65.595,13.424
"ED Visits","Monroe","2013-2015","Total",,"Total",,209.01,69.671,14575,195.09,65.031,13.311
"ED Visits","Monroe","2014-2016","Total",,"Total",,204.88,68.294,14220,190.73,63.575,12.974
"ED Visits","Monroe","2015-2017","Total",,"Total",,196.79,65.597,13530,181.85,60.616,12.345
"ED Visits","Monroe","2016-2018","Total",,"Total",,190.61,63.536,12965,174.47,58.156,11.829
"ED Visits","Monroe","2017-2019","Total",,"Total",,186.20,62.067,12571,169.32,56.439,11.480
"ED Visits","Montgomery","2005-2007","Total",,"Total",,236.56,78.853,1087,218.82,72.940,0.993
"ED Visits","Montgomery","2005-2019","Total",,"Total",,1424.27,94.951,6583,1325.51,88.367,1.202
"ED Visits","Montgomery","2006-2008","Total",,"Total",,244.46,81.485,1132,227.20,75.733,1.033
"ED Visits","Montgomery","2007-2009","Total",,"Total",,250.83,83.610,1168,233.99,77.997,1.066
"ED Visits","Montgomery","2008-2010","Total",,"Total",,261.12,87.040,1218,243.18,81.060,1.111
"ED Visits","Montgomery","2009-2011","Total",,"Total",,289.04,96.348,1351,269.81,89.935,1.234
"ED Visits","Montgomery","2010-2012","Total",,"Total",,320.07,106.689,1491,298.11,99.369,1.360
"ED Visits","Montgomery","2011-2013","Total",,"Total",,331.04,110.346,1549,310.87,103.624,1.413
"ED Visits","Montgomery","2012-2014","Total",,"Total",,329.95,109.984,1555,312.56,104.187,1.419
"ED Visits","Montgomery","2013-2015","Total",,"Total",,322.37,107.456,1514,304.86,101.620,1.383
"ED Visits","Montgomery","2014-2016","Total",,"Total",,326.58,108.861,1519,307.05,102.350,1.386
"ED Visits","Montgomery","2015-2017","Total",,"Total",,307.07,102.355,1413,286.62,95.540,1.289
"ED Visits","Montgomery","2016-2018","Total",,"Total",,295.81,98.604,1341,272.33,90.776,1.224
"ED Visits","Montgomery","2017-2019","Total",,"Total",,271.03,90.344,1210,245.64,81.880,1.105
"ED Visits","Nassau","2005-2007","Total",,"Total",,134.93,44.975,17135,129.18,43.061,15.648
"ED Visits","Nassau","2005-2019","Total",,"Total",,677.95,45.196,86223,641.43,42.762,15.740
"ED Visits","Nassau","2006-2008","Total",,"Total",,138.99,46.331,17544,132.50,44.168,16.007
"ED Visits","Nassau","2007-2009","Total",,"Total",,149.91,49.971,18871,142.27,47.423,17.218
"ED Visits","Nassau","2008-2010","Total",,"Total",,153.13,51.045,19362,145.26,48.418,17.666
"ED Visits","Nassau","2009-2011","Total",,"Total",,157.23,52.410,19982,149.12,49.707,18.248
"ED Visits","Nassau","2010-2012","Total",,"Total",,155.65,51.883,19877,147.69,49.231,18.136
"ED Visits","Nassau","2011-2013","Total",,"Total",,153.52,51.173,19611,145.34,48.446,17.893
"ED Visits","Nassau","2012-2014","Total",,"Total",,147.37,49.124,18831,139.26,46.422,17.182
"ED Visits","Nassau","2013-2015","Total",,"Total",,139.68,46.560,17919,132.35,44.117,16.364
"ED Visits","Nassau","2014-2016","Total",,"Total",,132.48,44.160,16880,124.56,41.520,15.401
"ED Visits","Nassau","2015-2017","Total",,"Total",,124.77,41.589,15907,117.31,39.102,14.514
"ED Visits","Nassau","2016-2018","Total",,"Total",,113.39,37.796,14343,105.70,35.234,13.087
"ED Visits","Nassau","2017-2019","Total",,"Total",,104.18,34.727,13235,97.51,32.504,12.087
"ED Visits","New York County","2005-2007","Total",,"Total",,492.21,164.072,64910,411.42,137.139,59.279
"ED Visits","New York County","2005-2019","Total",,"Total",,2244.91,149.660,304404,1891.28,126.085,55.568
"ED Visits","New York County","2006-2008","Total",,"Total",,492.52,164.172,65535,414.20,138.067,59.795
"ED Visits","New York County","2007-2009","Total",,"Total",,501.00,166.999,66713,421.18,140.394,60.870
"ED Visits","New York County","2008-2010","Total",,"Total",,488.07,162.689,65102,410.37,136.791,59.400
"ED Visits","New York County","2009-2011","Total",,"Total",,480.84,160.281,64167,402.68,134.227,58.600
"ED Visits","New York County","2010-2012","Total",,"Total",,474.89,158.297,63966,398.05,132.683,58.363
"ED Visits","New York County","2011-2013","Total",,"Total",,471.87,157.289,64156,396.05,132.017,58.536
"ED Visits","New York County","2012-2014","Total",,"Total",,463.62,154.541,63691,391.38,130.459,58.112
"ED Visits","New York County","2013-2015","Total",,"Total",,449.59,149.864,62335,382.09,127.364,56.927
"ED Visits","New York County","2014-2016","Total",,"Total",,439.16,146.386,61095,373.88,124.628,55.744
"ED Visits","New York County","2015-2017","Total",,"Total",,414.40,138.133,57804,353.74,117.914,52.741
"ED Visits","New York County","2016-2018","Total",,"Total",,388.70,129.566,54091,331.49,110.498,49.353
"ED Visits","New York County","2017-2019","Total",,"Total",,352.11,117.369,49141,301.57,100.525,44.878
"ED Visits","Niagara","2005-2007","Total",,"Total",,187.14,62.382,3769,174.29,58.096,3.442
"ED Visits","Niagara","2005-2019","Total",,"Total",,828.84,55.256,16117,753.36,50.224,2.942
"ED Visits","Niagara","2006-2008","Total",,"Total",,179.52,59.841,3608,167.11,55.702,3.292
"ED Visits","Niagara","2007-2009","Total",,"Total",,186.49,62.165,3735,173.02,57.672,3.408
"ED Visits","Niagara","2008-2010","Total",,"Total",,178.25,59.416,3561,164.78,54.927,3.249
"ED Visits","Niagara","2009-2011","Total",,"Total",,176.14,58.712,3484,161.24,53.746,3.182
"ED Visits","Niagara","2010-2012","Total",,"Total",,163.02,54.339,3212,148.95,49.652,2.931
"ED Visits","Niagara","2011-2013","Total",,"Total",,163.00,54.332,3176,147.83,49.276,2.898
"ED Visits","Niagara","2012-2014","Total",,"Total",,166.86,55.618,3222,150.53,50.177,2.940
"ED Visits","Niagara","2013-2015","Total",,"Total",,162.67,54.222,3114,146.02,48.674,2.844
"ED Visits","Niagara","2014-2016","Total",,"Total",,158.21,52.737,3004,141.43,47.142,2.741
"ED Visits","Niagara","2015-2017","Total",,"Total",,146.39,48.795,2746,129.78,43.260,2.505
"ED Visits","Niagara","2016-2018","Total",,"Total",,146.09,48.695,2698,127.98,42.659,2.462
"ED Visits","Niagara","2017-2019","Total",,"Total",,142.70,47.566,2607,124.11,41.369,2.381
"ED Visits","Oneida","2005-2007","Total",,"Total",,168.81,56.269,3813,162.72,54.239,3.482
"ED Visits","Oneida","2005-2019","Total",,"Total",,807.38,53.825,17627,757.48,50.499,3.218
"ED Visits","Oneida","2006-2008","Total",,"Total",,175.84,58.613,3962,169.03,56.343,3.615
"ED Visits","Oneida","2007-2009","Total",,"Total",,185.31,61.769,4162,177.46,59.154,3.797
"ED Visits","Oneida","2008-2010","Total",,"Total",,194.13,64.710,4314,183.87,61.291,3.936
"ED Visits","Oneida","2009-2011","Total",,"Total",,195.16,65.054,4315,183.98,61.328,3.941
"ED Visits","Oneida","2010-2012","Total",,"Total",,192.87,64.289,4237,180.88,60.293,3.866
"ED Visits","Oneida","2011-2013","Total",,"Total",,179.62,59.873,3952,169.05,56.350,3.606
"ED Visits","Oneida","2012-2014","Total",,"Total",,169.38,56.461,3684,157.95,52.650,3.361
"ED Visits","Oneida","2013-2015","Total",,"Total",,153.28,51.093,3319,142.81,47.604,3.031
"ED Visits","Oneida","2014-2016","Total",,"Total",,144.06,48.022,3055,132.02,44.005,2.787
"ED Visits","Oneida","2015-2017","Total",,"Total",,134.23,44.744,2802,121.54,40.512,2.557
"ED Visits","Oneida","2016-2018","Total",,"Total",,132.04,44.014,2713,117.98,39.327,2.475
"ED Visits","Oneida","2017-2019","Total",,"Total",,121.63,40.543,2493,108.68,36.227,2.277
"ED Visits","Onondaga","2005-2007","Total",,"Total",,147.99,49.329,6512,141.25,47.082,5.947
"ED Visits","Onondaga","2005-2019","Total",,"Total",,715.57,47.705,31038,668.52,44.568,5.666
"ED Visits","Onondaga","2006-2008","Total",,"Total",,145.92,48.641,6386,138.26,46.086,5.827
"ED Visits","Onondaga","2007-2009","Total",,"Total",,146.18,48.728,6402,138.13,46.045,5.841
"ED Visits","Onondaga","2008-2010","Total",,"Total",,146.55,48.852,6431,138.14,46.046,5.868
"ED Visits","Onondaga","2009-2011","Total",,"Total",,144.78,48.259,6366,136.34,45.446,5.814
"ED Visits","Onondaga","2010-2012","Total",,"Total",,141.62,47.205,6217,133.01,44.338,5.672
"ED Visits","Onondaga","2011-2013","Total",,"Total",,144.58,48.194,6329,135.35,45.117,5.775
"ED Visits","Onondaga","2012-2014","Total",,"Total",,149.79,49.929,6539,139.88,46.625,5.966
"ED Visits","Onondaga","2013-2015","Total",,"Total",,150.25,50.082,6535,139.87,46.622,5.968
"ED Visits","Onondaga","2014-2016","Total",,"Total",,141.95,47.318,6125,131.47,43.823,5.589
"ED Visits","Onondaga","2015-2017","Total",,"Total",,131.58,43.859,5618,121.06,40.354,5.126
"ED Visits","Onondaga","2016-2018","Total",,"Total",,127.81,42.603,5394,116.62,38.874,4.922
"ED Visits","Onondaga","2017-2019","Total",,"Total",,134.47,44.823,5641,122.28,40.759,5.152
"ED Visits","Ontario","2005-2007","Total",,"Total",,158.26,52.752,1565,149.47,49.822,1.429
"ED Visits","Ontario","2005-2019","Total",,"Total",,581.95,38.797,5678,526.08,35.072,1.037
"ED Visits","Ontario","2006-2008","Total",,"Total",,146.45,48.815,1439,136.54,45.515,1.313
"ED Visits","Ontario","2007-2009","Total",,"Total",,146.19,48.729,1435,135.07,45.022,1.309
"ED Visits","Ontario","2008-2010","Total",,"Total",,138.94,46.314,1376,128.32,42.774,1.255
"ED Visits","Ontario","2009-2011","Total",,"Total",,130.32,43.441,1294,119.82,39.940,1.182
"ED Visits","Ontario","2010-2012","Total",,"Total",,114.74,38.246,1132,104.37,34.789,1.033
"ED Visits","Ontario","2011-2013","Total",,"Total",,107.11,35.703,1044,96.00,32.000,0.953
"ED Visits","Ontario","2012-2014","Total",,"Total",,104.31,34.770,1012,92.85,30.949,0.923
"ED Visits","Ontario","2013-2015","Total",,"Total",,95.90,31.966,933,85.43,28.476,0.852
